0,411,0
6,411,0
12,412,0
18,412,0
24,412,0
30,412,0
36,411,0
42,409,0
48,409,0
54,409,0
60,410,0
66,410,0
72,407,0
78,409,0
84,408,0
90,408,0
96,408,0
102,408,0
108,410,0
114,411,0
120,411,0
126,412,0
132,414,0
138,414,0
144,414,0
150,413,0
156,413,0
162,412,0
168,412,0
174,411,0
180,412,0
186,412,0
192,413,0
198,413,0
204,413,0
210,413,0
216,413,0
222,413,0
228,412,0
234,411,0
240,411,0
246,411,0
252,411,0
258,411,0
264,411,0
270,408,0
276,407,0
282,407,0
288,408,0
294,408,0
300,408,0
306,408,0
312,408,0
318,408,0
324,408,0
330,407,0
336,404,0
342,409,0
348,410,0
354,410,0
0,410,5
6,411,5
12,411,5
18,413,5
24,413,5
30,413,5
36,413,5
42,413,5
48,413,5
54,413,5
60,413,5
66,413,5
72,414,5
78,414,5
84,414,5
90,415,5
96,415,5
102,414,5
108,414,5
114,414,5
120,414,5
126,414,5
132,414,5
138,415,5
144,415,5
150,415,5
156,415,5
162,415,5
168,415,5
174,415,5
180,415,5
186,416,5
192,416,5
198,416,5
204,416,5
210,415,5
216,415,5
222,415,5
228,415,5
234,415,5
240,414,5
246,414,5
252,414,5
258,414,5
264,414,5
270,413,5
276,413,5
282,413,5
288,413,5
294,413,5
300,413,5
306,413,5
312,413,5
318,413,5
324,413,5
330,413,5
336,413,5
342,413,5
348,413,5
354,413,5
0,413,10
6,413,10
12,413,10
18,413,10
24,413,10
30,413,10
36,413,10
42,413,10
48,413,10
54,413,10
60,413,10
66,413,10
72,413,10
78,414,10
84,414,10
90,414,10
96,415,10
102,415,10
108,415,10
114,415,10
120,416,10
126,416,10
132,415,10
138,416,10
144,416,10
150,415,10
156,415,10
162,415,10
168,416,10
174,415,10
180,416,10
186,416,10
192,416,10
198,416,10
204,416,10
210,415,10
216,415,10
222,415,10
228,415,10
234,415,10
240,415,10
246,415,10
252,415,10
258,414,10
264,414,10
270,414,10
276,414,10
282,414,10
288,414,10
294,414,10
300,414,10
306,414,10
312,414,10
318,414,10
324,413,10
330,413,10
336,413,10
342,413,10
348,413,10
354,413,10
0,413,15
6,413,15
12,413,15
18,413,15
24,413,15
30,414,15
36,413,15
42,414,15
48,414,15
54,414,15
60,414,15
66,414,15
72,414,15
78,414,15
84,415,15
90,415,15
96,414,15
102,414,15
108,415,15
114,415,15
120,415,15
126,415,15
132,415,15
138,415,15
144,415,15
150,415,15
156,415,15
162,416,15
168,416,15
174,416,15
180,415,15
186,415,15
192,415,15
198,415,15
204,415,15
210,415,15
216,415,15
222,415,15
228,415,15
234,414,15
240,414,15
246,414,15
252,414,15
258,414,15
264,414,15
270,414,15
276,414,15
282,414,15
288,413,15
294,413,15
300,413,15
306,413,15
