0,404,0
6,404,0
12,406,0
18,406,0
24,405,0
30,406,0
36,406,0
42,405,0
48,405,0
54,404,0
60,404,0
66,404,0
72,404,0
78,404,0
84,404,0
90,403,0
96,403,0
102,401,0
108,400,0
114,400,0
120,398,0
126,396,0
132,396,0
138,397,0
144,395,0
150,395,0
156,395,0
162,395,0
168,395,0
174,394,0
180,394,0
186,394,0
192,394,0
198,394,0
204,394,0
210,396,0
216,398,0
222,399,0
228,399,0
234,400,0
240,409,0
246,442,0
252,403,0
258,403,0
264,403,0
270,403,0
276,404,0
282,404,0
288,404,0
294,404,0
300,405,0
306,405,0
312,405,0
318,405,0
324,405,0
330,406,0
336,406,0
342,406,0
348,406,0
354,406,0
0,407,5
6,406,5
12,406,5
18,406,5
24,406,5
30,406,5
36,406,5
42,405,5
48,406,5
54,406,5
60,405,5
66,405,5
72,405,5
78,404,5
84,404,5
90,403,5
96,403,5
102,402,5
108,401,5
114,399,5
120,399,5
126,398,5
132,398,5
138,397,5
144,397,5
150,397,5
156,396,5
162,396,5
168,396,5
174,396,5
180,395,5
186,395,5
192,395,5
198,395,5
204,396,5
210,397,5
216,398,5
222,398,5
228,399,5
234,400,5
240,410,5
246,443,5
252,402,5
258,404,5
264,404,5
270,404,5
276,404,5
282,404,5
288,404,5
294,404,5
300,404,5
306,404,5
312,405,5
318,405,5
324,405,5
330,406,5
336,406,5
342,406,5
348,407,5
354,407,5
0,407,10
6,407,10
12,406,10
18,406,10
24,406,10
30,406,10
36,406,10
42,406,10
48,406,10
54,406,10
60,405,10
66,404,10
72,404,10
78,403,10
84,403,10
90,401,10
96,401,10
102,400,10
108,399,10
114,399,10
120,398,10
126,397,10
132,396,10
138,396,10
144,396,10
150,396,10
156,396,10
162,396,10
168,396,10
174,396,10
180,395,10
186,395,10
192,395,10
198,395,10
204,395,10
210,397,10
216,398,10
222,398,10
228,399,10
234,400,10
240,408,10
246,440,10
252,403,10
258,402,10
264,403,10
270,404,10
276,403,10
282,404,10
288,404,10
294,405,10
300,405,10
306,405,10
312,405,10
318,405,10
324,405,10
330,405,10
336,405,10
342,406,10
348,406,10
354,406,10
0,406,15
6,406,15
12,406,15
18,406,15
24,406,15
30,406,15
36,406,15
42,407,15
48,407,15
54,407,15
60,406,15
66,406,15
72,405,15
78,404,15
84,404,15
90,404,15
96,402,15
102,401,15
108,400,15
114,400,15
120,400,15
126,399,15
132,398,15
138,398,15
144,398,15
150,398,15
156,398,15
162,398,15
168,397,15
174,397,15
180,397,15
186,396,15
192,396,15
198,395,15
204,396,15
210,396,15
216,398,15
222,399,15
228,399,15
234,400,15
240,407,15
246,437,15
252,405,15
258,403,15
264,404,15
270,405,15
276,404,15
282,405,15
288,405,15
294,405,15
300,405,15
306,405,15
312,405,15
318,405,15
324,405,15
330,405,15
336,406,15
342,407,15
348,407,15
354,407,15
0,407,20
6,407,20
12,407,20
18,406,20
24,406,20
30,406,20
36,406,20
42,406,20
48,406,20
54,406,20
60,406,20
66,405,20
72,403,20
78,403,20
84,403,20
90,402,20
96,402,20
102,402,20
108,400,20
114,400,20
120,399,20
126,399,20
132,398,20
138,398,20
144,397,20
150,397,20
156,397,20
162,397,20
168,397,20
174,397,20
180,396,20
186,396,20
192,395,20
198,395,20
204,395,20
210,398,20
216,399,20
222,399,20
228,400,20
234,400,20
240,409,20
246,435,20
252,402,20
258,403,20
264,404,20
270,404,20
276,404,20
282,404,20
288,405,20
294,405,20
300,405,20
306,405,20
312,405,20
318,405,20
324,405,20
330,405,20
336,405,20
342,406,20
348,406,20
354,406,20
0,406,25
6,406,25
12,406,25
18,406,25
24,406,25
30,406,25
36,406,25
42,406,25
48,406,25
54,406,25
60,406,25
66,406,25
72,405,25
78,404,25
84,404,25
90,403,25
96,402,25
102,401,25
108,401,25
114,401,25
120,400,25
126,400,25
132,399,25
138,399,25
144,398,25
150,397,25
156,397,25
162,397,25
168,397,25
174,397,25
180,396,25
186,395,25
192,394,25
198,394,25
204,395,25
210,397,25
216,398,25
222,399,25
228,400,25
234,400,25
240,412,25
246,440,25
252,405,25
258,403,25
264,404,25
270,404,25
276,404,25
282,404,25
288,405,25
294,405,25
300,405,25
306,405,25
312,405,25
318,405,25
324,405,25
330,405,25
336,405,25
342,406,25
348,406,25
354,406,25
0,406,30
6,406,30
12,406,30
18,406,30
24,406,30
30,406,30
36,406,30
42,406,30
48,406,30
54,406,30
60,405,30
66,405,30
72,404,30
78,404,30
84,403,30
90,403,30
96,401,30
102,400,30
108,400,30
114,399,30
120,398,30
126,398,30
132,398,30
138,397,30
144,397,30
150,397,30
156,396,30
162,396,30
168,396,30
174,396,30
180,395,30
186,395,30
192,395,30
198,395,30
204,395,30
210,396,30
216,399,30
222,399,30
228,400,30
234,401,30
240,416,30
246,441,30
252,403,30
258,403,30
264,404,30
270,404,30
276,404,30
282,404,30
288,405,30
294,405,30
300,405,30
306,404,30
312,405,30
318,405,30
324,405,30
330,406,30
336,406,30
342,406,30
348,407,30
354,407,30
0,407,35
6,407,35
12,407,35
18,406,35
24,406,35
30,406,35
36,406,35
42,406,35
48,406,35
54,406,35
60,406,35
66,405,35
72,405,35
78,404,35
84,404,35
90,402,35
96,402,35
102,401,35
108,401,35
114,400,35
120,400,35
126,397,35
132,398,35
138,398,35
144,397,35
